,userName,content,score,manualSentimentLabel
7105,sulaiman ardhianto,The video add is just annoying,3,0
7117,a7hgjfg sy427s,PLEASE CHECK AN NAML. AYAH 22. THERE IS MISTAKE MAYBE,2,0
7118,Badai Setia,"terjemahan nya tidak benar² hanif(lurus/benar). Seperti surah 48/23 : ""sunnatallohillatii"" yang diterjemahkan kepada ""hukum allah"" Sedang kan maksud sebenar nya adalah ""Ketetapan allah"". Dan banyak lagi perkataan yang salah terjemah. Ini perkara penting dan mustahak. Kerana terjemahan yang salah boleh menyebabkan pembaca salah faham dan akhir nya pembaca tidak mendapat petunjuk Allah/sesat. Jadi yang membuat aplikasi ini jgn fikir kamu membuat org dpt petunjuk. Kamu telah menyesatkan orang.",1,0
7308,Moeri Moeridun,"The voices is plenty""",2,0
7326,Ragil,"Iklannya sangat menggangu. Memang iklan tidak muncul saat membaca surat, tetapi ketika menutup surat iklannya muncul, padahal ingin melihat ke surat yg lain lagi. Sungguh mengganggu, tidak tepat, menghabiskan waktu",1,0
7333,sigit amanda,"Kata kunci ga bisa digunakan untuk mencari surat Qur'an dengan baik, setidaknya kata yang mendekati",1,0
7339,zahro fatim,Setelah diperbarui tanda rukuk (huruf ? ) nya kog malah menghilang ya? Jd kurang bisa menandai bacaan beda dg Al-quran asli. Sedih :(,3,0
7347,Abdul Fatah,Aplikasi ini sangat membantu saya dalam membaca Al Quran,2,1
7363,Dr Widi,Aplikasinya tidak mau jalan atau terjeda jika layar mati atau terkunci. Gimana biar bisa tetap jalan? Mohon pencerahannya. Thanks,3,0
7370,Syapitri Mulyasari Barnadi,Kenapa versi baru adzannya tidak muncul di notifikasi dan tidak ada suara? Padahal sudah di setting floating notifications nya high di MIUI Global 11.0.1,3,0
7375,Pira Sapira,Sgt brguna,3,1
7401,Ahmad Dzulqarnain,"Sebenarnya, kalo orang menyusahkan orang lain untuk membaca al-quran, maka orang yang menyusahkan itu akan mendapat dosa. Mendingan dihilangkan aja iklannya",3,0
7420,Diki Kinoy,Alquran,1,0
7487,Albar Marwan,Uhu jelk,1,0
7509,Abdul Aziz Syarif B,"Ini kan aplikasi kitab suci ya,.. bener kan ya? Tapi kok iklannya itu kadang ada iklan porno, iklan pinjaman online(riba), sama iklan valas/saham . Mau tau aja sih, se menghalalkan itukah uang dr apk diatas untuk kehidupan apk al quran ini.",1,0
7521,Mualif Mualif,"Maaf...Saya coba copy ayat al kahfi, ayat 2, atau share ke WhatsApp entah mengapa harokatnya otomatis be rubah, saya sedang tidak me nilai benar salah cara baca al Quran, cuma saya periksa di be berapa mushaf itu tidak lazim, saya orang awam bisa kebingungan, karena tidak tahu ilmunya terhadap perubahan tulis an dan cara baca nya..... harap di periksa.",2,0
7534,Anthika Candra,Kenapa banyak banget iklannya? Sangat mengganggu,3,0
7540,Imelda Bintang88,"Mohon maaf tolong terjemahannnya dari kemenag-RI banyak kata2 yg rancu.. orang awam yg belum mengerti bisa jadi salah faham dlm memahami terjemahannya.. Untuk tulisan arab dan tajwid2 nya cukup bagus,trmksh",2,0
7545,Vi Vin,"Menjengkelkan, kalau muncul iklan happy fresh, tidak bisa di klik close untuk menghilangkan, padahal sebelumnya tidak pernah ada masalah bila muncul iklan",3,0
7547,Adjie Lucky,"Iklannya sangat mengganggu. Ditambah lagi dengan adanya musik. Terkadang kita membaca di masjid, lalu setelah selesai ada iklan dg musik2 atau suara lainnya. Sudahlah kita sebagai muslim seharusnya tau musik itu haram.",2,0
7641,andhika lutfie,Terdapat perbedaan cara baca pada Surah Al Baqarah ayat 142 pada kalimat Wallaahum namun yang tertulis pada latinnya adalah Wallohum.. Mohon dapat di verifikasi kembali dikarenakan sangat berpengaruh pada pembaca Al Qur'an pada aplikasi ini yang dikhawatirkan dapat merubah arti pada ayat tersebut.. Terima kasih..,1,0
7709,Fadhil Muhammad,Gila gila gila gila,1,0
7792,Amin Adha Febrianto,"Di ayat ke 3 pada surat al baqarah tidak bisa di putar murottalnya,meskipun sudah di hapus dan di download ulang",3,0
7793,abdullah ibnu abdul,"terjemahannya Qawwamun = Laki-2 adalah Pemimpin Wanita, kok diartikan pelindung?? apa ada faham liberal yg penterjemahnya??",3,0
7822,M 112 ZA,I like that????,3,1
7876,Bayu Andhika,"Bagus, tapi kalau buat ibadah tidak usah pakai iklan. Apakah anda menjamin iklan yg tiba2 sya tonton sesuai dengan syariah Islam? Apakah dosa sy bila melihat aurat di iklan itu anda jamin di akhirat nanti?",1,1
7886,Hanna Anggraeni,kenapa sekarang arah kiblatnya tidak bisa digunakan?? jarum kiblat tidak bergerak kemanapun. mohon solusinya. terima kasih,3,0
7898,Mrs. Black n' White,Why always update?,3,0
7907,tresno sayang,aku bisa blajar Alquran,1,1
7963,Ardila Hadi,Ik,1,0
7979,Shifwah Murran,Tanpa bacaan latin akan jadi bintang 5.,2,0
8072,Ali Basah,Quran Indonesia sebagai QURAN INDONESIA DISIMPAN DALAM HP INI UNTUK dibaca setiap waktu.0,2,0
8084,Mael Aircon,Oc,2,0
8085,IND???,Assalamualaikum Developer.. Di Hp saya Samsung J1 ace kok pengarah kiblat nya ngga berfungsi ya (Diam aja).. Tolong Solusinya Min ??,3,0
8118,Blue Fred,Tombol Cari buat hiasan ya?,1,0
8120,A Google user,Bagus dengan terjemahan per kata dan terjemahan langsung kalimat. Terjemahan asli jangan diubah demi menyenangkan manusia. Ingat akhirat jangan nanti demi dunia yang sedikit ayat Allah diubah-ubah makna sesungguhnya.,3,1
8122,Damien Abe,Audio murotal Mishary Rasyid surat An-Nisa 24-25 gak sampe kelar ayatnya. Di Prime OS audio murotal suara qorinya kayak chipmank semua min. tolong diperbaiki.,3,0
8131,Bagus Sujarwo,adzan tidak pernah bunyi. android 6,1,0
8145,Raka Hanan,Notifikasi adzan tidak berfungsi. Mohon diperbaiki,2,0
8148,Mr. Kencot,"Saya sudah menggunakan aplikasi ini sejak lama, secara umum aplikasi ini sangat bagus & sangat membantu dalam membaca Al Quran di mana saja, namun saya harus menurunkan rating bintang saya karena setelah update terakhir, pengingat waktu sholat Subuh sering tidak aktif, padahal saya sudah melakukan semua instruksi dalam pengaturan jadwal sholat tersebut. Mohon diperbaiki masalah ini. Terima kasih.",3,1
8161,rizkina,"Yang nentuin kiblat itu gimana ya? Aku belom bisa. Udah kupiter hp-nya, tapi nggak muter jarumnya.",3,0
8192,sunia nia,Aku suda hapal 60 surah al baqorah,3,0
8197,Makrifatul Khasanah,tajwidnya kurang lengkap dan mendetail min,3,0
8217,ragil satrio,"Invalid entry size, invalid block type, too far distance, error saat download murrotal mishary Rashid. Beberapa surah tdk terdownload",3,0
8229,Harya Wijaya,"Fitur oke dan opsionalnya tidak berlebihan. Iklan juga tidak terlalu mengganggu. Tetapi, ada kesalahan pada penulisan ayat pada ujung baris. Sebuah kata yang seharusnya ada bersama tetapi terpisah atas dan bawah. Misalnya kata la-amlaanna ketika di ujung baris terpisah menjadi la-a dan mlaanna. Saya mohon untuk diperbaiki karena untuk orang yang tidak tahu bisa salah membacanya terutama jika berhenti dan tidak mengulangi",2,1
8250,ahmad kusnardi,"al quran indonesia is usefull for us, for daily reading",3,1
8309,Dhendy Satrya,"Pada surat al a'raf ayat 69 terdapat kesalahan penulisan di akhir ayat. Diantara kata ""Bashthoh"" dan ""Fazkuruuu"" tidak ada tanda Waqof seperti yg ada pada al quran - al quran lain yang saya baca. Mohon dikoreksi ulang ayat ini serta di cek lagi penulisan kata dan tanda baca di ayat2 lain agar isi al quran tetap terjaga.",1,0
8315,Ali Akbar,"Lebih suka tulisan latin yg lama, terutama ikhfa kenapa jadi ""ng"" semua? Contoh di al falaq",3,0
8323,Nizar al-kharis,"Cant download mishary rashid : an nahl, alhujurat, and qaf. Please repair",3,0
8353,Sunarto Hp,The voice is low,1,0
8399,FARHANA IP,The kiblat cant used on smsung J7. Thanks,3,0
8416,Kusromin Usromin,A. AG,3,0
8444,A Google user,Minta update terooos ??,3,0
8603,CFM Investama,Tidak ada bentuk halaman per halaman musaf seperti AlQuran pada umum ya sehingga tdk tahu halaman yg dibaca dan batasan juz nya Semoga kedepan bisa diadakan bentuk musaf AlQuran,3,0
8739,lutfhi mulyana,tajwid berwarnanya tidak keluar .. sudah di set di pengaturan on.. tetep tidak.nampak warna,1,0
8828,Nasrullah Azahari,Good enough...??????,3,1
8846,Kimiyaul Laili,"in Abdul Rahman Al Sudais murottal, it sounds like broken, please improve it",3,0
8866,Joko Pramono,Banyak sekali takwil dalam terjemahan nya.,1,0
8903,Syifa Shaleha,Not sure,2,0
8909,Rika Khan,Good,1,1
8929,abu muadz _,"Kang... knapa force close terus, sebelum update mah lancar. On nougat nih",3,0
8930,budi risanto,"Tandai terakhir baca al-quran saya tiba2 reset ke alfatihah ayat 1,,sangat disayangkan :(",2,0
8948,Kamilah Rizqi,"Saya sudah mengupdate aplikasi ini, tetapi hanya surah al kahf saja yang tidak bisa saya download",2,0
8979,Krisnanto. Ardy,"Alhamdulillah aplikasi yang sangat membantu, tolong tambahkan arah kiblat ????",3,1
8991,tian adi,Not playing murothal when device dimm to locked,1,0
9001,Kenny Martono,Ada masalah download murottal Al-Ahzab (invalid distance too far back) dan Qaf (invalid block type). Please help solve this problem.,3,0
9012,Planet Jewelerys,hanya agak kurang terlihat dg seksama dan jadi nggak lancar membacanya bgi ane yg sdh umuran karna ayat2x nya agak kecil 2x. dan ngga bisa di zoom / diperbesar juga ... tpi aplikasinya ajjib kok ...????,3,1
9034,Zendar Channel,I like this application,3,1
9038,Hedice Prawiradinata,Good enough On time,3,1
9045,Umi Barokah,Can't download the audio,3,0
9060,Rian Maulana,Good joob,3,1
9072,yuswan ramadhan,tidak bisa update untuk pembaruan terbaru,3,0
9096,sellaw 56,Good.. Thanks..??,3,1
9109,Adi Nugroho,"Aplikasi sudah bagus, tapi naudzubillah ada iklan Dr.Qyu, perempuan pakai baju renang rebahan. Tolong difilter lagi untuk iklannya",2,1
9120,Tri Laksono,"Kok di hp saya jadi ga bisa lihat lokasi saya ya?, Sebelumnya settingan adzan bisa kok hbs update jadi ga kebaca lokasi saya ya? Tolong di perbaiki ya",3,0
9152,Ludhfi Sanjaya,Makin kesini jadi ada iklannya...lama ² uninstal aja ini jadi ga nyaman pake nya,1,0
9163,Heru Susanto,Aplikasi yg bagus wajib di donload,3,1
9258,Adhi Parama Sweta,Untik notifikasi adzan yg mode alarm sepertinya gak keluar suaranya Request notifikasi suara beep2 untuk notifikasi adzan Terimakasih atas perhatiannya,2,0
9358,Chintayani Maniez,Best app but I already donate to erase the advertisement.. qaddarullah the ad is still appearing.. please figure it out,3,1
9370,Dony Kurniyawan,Good,1,1
9389,deerhouse ind,Kenapa minta update terus ya.. padahal sudah di update ??,3,0
9416,Maulana Ali Arifin,Jadwal sholat tidak tepat jika lokasi di negara lain. Berbeda lumayan jauh.,3,0
9435,Gandi Prastyawan,Suara adzan terkadang hidup juga terkadang tidak ada suara sama sekali,3,0
9469,Jae Bondan,Good,3,1
9488,M. Abdussalam Hizbullah,"Sorry, ini aku sengaja kasi bintang 1 biar dilihat, hihi, Jadi, aku mau minta tolong untuk update yg selanjutnya supaya ditambahin tanda khusus untuk nun wiqoyah atau nun washol. Soalny di appny blm ada tanda kayak qur'an kemenag (kasi tanda nun kecil) atau qur'ab ustmani (kasi tanda di atas alif) Makasih, nanti kalau udah di update aku naikin lg bintangnya, ????????????",1,0
9584,Himehime,"The ads should not appear whole page after we open surah or closing it, thats totally annoying",3,0
9664,xx,"plis murotal nya streaming, jangan harus download dulu",3,0
9695,Randhyka Asmara,Force notification is not working on my Asus Zenfone 5 ZE620KL,1,0
9702,Diena Afifah,"Kenapa kalo layar hp mati, murotalnya juga ikutan mati? Murotal ayat selanjutnya baru ada kalo hp nya dinyalain",3,0
9961,Suardi Yusuf,Alhamdulillah. Cukup membantu saya yg punya masalah dg mata,3,1
9969,Eka Ainiah,please make Al quran in one page full in next update,3,0
10050,zENN,"Ada kesalahan jam waktu sholat untuk daerah Peninjauan, mohon di fix Terimakasih",3,0
10053,M. Ardanawan Taufik,Kenapa setelah update latest version jd ga bisa tandain terakhir baca ya?,3,0
10088,Adika Abdul Ghany,Lumayan,3,1
10134,Indonesia Raya,"Allah SWT berfirman: ""Sesungguhnya Dia hanya mengharamkan atasmu bangkai, darah, daging babi, dan (daging) hewan yang disembelih dengan (menyebut nama) selain Allah. Tetapi barang siapa terpaksa (memakannya), bukan karena menginginkannya dan tidak (pula) melampaui batas, maka tidak ada dosa baginya. Sungguh, Allah Maha Pengampun, Maha Penyayang."" (QS. Al-Baqarah 2: Ayat 173) DALAM ISLAM.......DAGING BABI, BANGKAI, DARAH, DSB ITU TIDAK HARAM. ASALKAN SEBELUM MAKAN BACA DOA DULU.",1,0
10187,Ahmad Zaenal Hayat,ol,3,0
10217,Titin Rustini,"Easy to learn, alhamdulillah",3,1
10237,Sakina Ina,Fitur searchnya tidak berfungsi dengan baik,3,0
10250,kliwon haryono,Good,3,1
10257,Vera Wullur,Aku lang sung tenang dan senang banget ??????,1,1
10312,andhy maydha,Can't to download audio Murrotal,1,0
10326,Abdiyal wirya Seroja,Good,2,1
10395,Medita Skincare,Agak bagus,1,1
10402,Rhane Renai,"Wah ada apa ini ya. Kok sekarang tabel pencariannya ga bisa dipake gini. Mau nulis apapun hasil pencarian ga ada. Tolong di perbaiki, terimakasih ??",2,0
10445,Kerupuk Kalengan,Bagus dan membantu untuk baca quran dengan mudah. Hanya kenapa harus disisipi iklan??? Sangat mengganggu..,2,1
10565,Vani LLa,Sdh bgus tp cb dtambah terjemah per kata,3,1
10577,nita puji astuti,"Saya harap di.option terakhir baca, tidak hanya dituliskan 1 ayat trkahir yg qt baca, namun biaa 2 ayat sblmnyaa..",3,0
10584,Nunung Eka,Conection for download very bad slowly to much,2,0
10630,IYAAA KRTK DRN,"On my phone, ashar is so lateeee like 1 hours aftee",2,0
10657,said herry,"kebanyakan update,, ini Al-Quran gausah update terus",1,0
10678,Adhy M Parasetyo,"Ndak keluar notifikasi sholat nya, mohon di perbaiki",3,0
10913,MOSLEM FOREVER,Sangat jelek. Aplikasi al quran tapi banyak iklannya. Lebih baik cari app lain yg memang didedikasikan buat dakwah. Untuk mencari keuntungan dunia yg sedikit.,1,0
10921,Marvel Legend,"Kalo ada bug and applikasi makin berat, lag dan lola maka bug itu di musnahkan. Bukan di perbaiki. Bug itukan pada dasarnya mengganggu, ya berarti harus di lenyapkan, bukan di perbaiki. Pakai akal yaa kalo kalian termasuk orang yg beriman dan bertauhid. Kalo ga bisa pakai akal, bubarin aja apps ini, diam aja dirumah, banyakin taubat lagi daripada lebih nyusahin banyak orang.",2,0
10937,Adhy Anwar,"Afwan, waktu ana pas didepan ka'ba kok arahnya miring ke kanan sedikit tidak pas di ka'banya, mohon diperbaiki lagi ya akhi",1,0
10955,Tasrif Nasa,"timer waktu sholatnya tidak bejerja dengan maksimal di device Oppo A57, kadang aktif, kadang tidak. padahal sudah tidak ada managerphone yg menghalangi dan tidak teroptimalisasi oleh settingan baterai.",3,0
10978,Prasetyo Adi,"Text bacaan Arab di Surat Asshad ayat 42, tertulis Arkhud, seharusnya Urkudh. Terima kasih",3,0
10982,Sultan Thariq,"Aplikasi bagus, cuman saya kecewa karena satu hal. Mengapa ya saat, saya sedang ingin mendownload kok ngga maju maju + setelahnnya tuh ada tulisan (Connect Reset) padahal kuota ada, jaringan stabil. Mohon di bantu ya.",3,1
11003,Animasi Trondol,"Surat Ali Imron ada 286 ayat, padahal harusnya 200 ayat.",1,0
11006,Mamen Sulme,Aamiin Allahumma Aamiin,3,1
11029,Bambang Supriatna,"Afwan, ada suguhan ayat harian, tafsir, hadits dan tampilan di Home Screen? Syukran",3,1
11069,cahaya nur,Hhu,3,0
11079,Heru Wasono,Bad book,1,0
11112,Raz,ok,3,1
11114,Gunawan Setyadi,This aplications is very good,3,1
11164,Nurul Aen,good.,1,1
11168,indo lover,"Aplikasi dan fitur bagus, tapi sayang notifikasi adzan hanya berfungsi awalan setelah instal apliskasi setelah itu tidak pernah muncul lagi",3,1
11171,Fairuz Putri Nafisah,saya tidak bisa mendownload audio,3,0
11194,Ricky arzan,Keren aplikasinya,3,1
11235,Maya Prameswari,Lagi enak2 baca tiba2 kembali ke menu ??,3,0
11247,etikasuzerein,"Adzan notification does not always appear in my phone, vivo y15. I already set force notif of this app and allow in background setting. Could you please help me?",3,0
11270,Jama Luddin,terakhir baca,1,0
11283,Rio Aristiar,"Ukuran font selalu kembali ke 24, padahal sudah diset ke 26. Tolong diperbaiki dev..",3,0
11311,SIGITAMA,Menu pencarian belum dapat digunakan secara maksimal,2,0
11322,angga lucio,There was ads (mostly woman without hijab) after finish reciting quran. Overall its great app but the ads (woman with no hijab/cover) realy bothering me.,3,0
11366,Minzy Yap,Ganggu banget lagi enak2 ngaji tiba2 iklan lewat,3,0
11402,SomY A.H.,Saya barusan install ulang. Tapi saya tidak nemu setting untuk synchro dengan akun saya supaya bisa buka ayat terakhir yg saya baca.,2,0
11409,Indra Gunawan,Maaf pisan qa Palopo yang p Llplpplty .?? L Lnlllgfjkjjkjkjkgkkklkjjkjkjlllllllllllllnnnnjjjnnnljm Nh Q qqqbbrtboftbfbhqdbok h bnnl Maaf,3,0
11434,Rasamocha O.,Suara murottal saat pergantian ayat terputus. Jadi bacaan terdengar tidak lengkap.,1,0
11557,Wini Fitriani,The download surah is missing after installing update Cannot search surah without do scrolling,3,0
11576,Iqbal Fernando,"Setiap kali mau donlot audio murattal selalu permision denied, kenapa ya?",3,0
11584,Talitha Vaya Sela,"kalo lg keluar app, terus mau balik lagi, pas di tab ""terakhir baca"", udah saya klik, dia balik lagi ke ""terkahir baca"", jadi rempong min. please fix this, thanks heaps.",3,0
11632,Singgih Saptadi,Surat al qasas dan al ankabut yang mishary tdk bisa didownload,3,0
11656,Dwi Dharmawan,"azan tidak muncul di samsung j 7pro android pie, mohon diperbaiki",1,0
11712,Umayatul Asikah,It's not good enough for me. Maybe this app can be better,3,0
11720,Milaakhwatunfauziah Mila AF,Bagus,1,1
11821,Cintya Ekaputrihendriana,Kenapa kalo Saya download aplikasi ini udah 100% kok malah masih diulanggi dari 0,2,0
11863,wong bejoo,"Alhamdulillah,, mohon di cek terjemah dg makna dasar perkata contoh di bbrp ayat ?????3.103??????? , 15.41, 38.83 ??? ???, 114.1,3 mengaburkan makna justru membuat rancu dlm petunjuk. maka terjemah harus tegas sbgmn makna aslinya ""muhkamat"" yg akn mnjd jawaban / pejelas dari kata dn kalimat sbelum / sesudah / bahkan di ayat yang lainnya, menyembunyikan keaslian ayat ""kepada mutasabiat"" adalah dilarang di dalam alquran itu sendiri ( bukti adanya afiliasi kepentingan golongan )..mhon di perbaiki",3,1
